employee_id,gender,marital_status,number_of_dependents,education_level,email
EMP_00126,Feminino,Married,2,High School,emp_00126@company.com
EMP_00127,Masculino,Widowed,1,Bachelors,emp_00127@company.com
EMP_00128,Masculino,Divorced,1,Bachelors,emp_00128@company.com
EMP_00129,Masculino,Married,1,Bachelors,emp_00129@company.com
EMP_00130,Outros,Widowed,1,High School,emp_00130@company.com
EMP_00131,Masculino,Widowed,0,High School,emp_00131@company.com
EMP_00132,Masculino,Divorced,1,Bachelors,emp_00132@company.com
EMP_00133,Masculino,Divorced,1,High School,emp_00133@company.com
EMP_00134,Masculino,Divorced,1,PhD,emp_00134@company.com
EMP_00135,Masculino,Divorced,1,Bachelors,emp_00135@company.com
EMP_00136,Feminino,Single,0,Bachelors,emp_00136@company.com
EMP_00137,Masculino,Single,1,Bachelors,emp_00137@company.com
EMP_00138,Feminino,Single,1,High School,emp_00138@company.com
EMP_00139,Feminino,Married,0,High School,emp_00139@company.com
EMP_00140,Feminino,Widowed,2,Bachelors,emp_00140@company.com
EMP_00141,Feminino,Widowed,0,Bachelors,emp_00141@company.com
EMP_00142,Masculino,Married,5,Bachelors,emp_00142@company.com
EMP_00143,Feminino,Married,0,PhD,emp_00143@company.com
EMP_00144,Masculino,Widowed,2,Bachelors,emp_00144@company.com
EMP_00145,Masculino,Widowed,0,Bachelors,emp_00145@company.com
EMP_00146,Masculino,Single,0,High School,emp_00146@company.com
EMP_00147,Masculino,Married,0,Bachelors,emp_00147@company.com
EMP_00148,Feminino,Married,1,Bachelors,emp_00148@company.com
EMP_00149,Masculino,Single,1,Bachelors,emp_00149@company.com
EMP_00150,Masculino,Married,1,High School,emp_00150@company.com
EMP_00151,Feminino,Married,2,Bachelors,emp_00151@company.com
EMP_00152,Feminino,Divorced,0,High School,emp_00152@company.com
EMP_00153,Masculino,Divorced,1,Bachelors,emp_00153@company.com
EMP_00154,Feminino,Divorced,1,Bachelors,emp_00154@company.com
EMP_00155,Feminino,Single,0,High School,emp_00155@company.com
EMP_00156,Feminino,Widowed,2,High School,emp_00156@company.com
EMP_00157,Masculino,Widowed,0,Bachelors,emp_00157@company.com
EMP_00158,Feminino,Divorced,3,Bachelors,emp_00158@company.com
EMP_00159,Feminino,Widowed,0,Bachelors,emp_00159@company.com
EMP_00160,Feminino,Divorced,0,Bachelors,emp_00160@company.com
EMP_00161,Masculino,Married,0,Masters,emp_00161@company.com
EMP_00162,Masculino,Divorced,1,Bachelors,emp_00162@company.com
EMP_00163,Masculino,Widowed,2,Masters,emp_00163@company.com
EMP_00164,Masculino,Widowed,1,High School,emp_00164@company.com
EMP_00165,Feminino,Widowed,0,High School,emp_00165@company.com
EMP_00166,Feminino,Widowed,1,Bachelors,emp_00166@company.com
EMP_00167,Masculino,Divorced,0,PhD,emp_00167@company.com
EMP_00168,Outros,Widowed,1,Bachelors,emp_00168@company.com
EMP_00169,Masculino,Divorced,2,High School,emp_00169@company.com
EMP_00170,Masculino,Single,2,Bachelors,emp_00170@company.com
EMP_00171,Feminino,Widowed,0,Bachelors,emp_00171@company.com
EMP_00172,Masculino,Single,0,Bachelors,emp_00172@company.com
EMP_00173,Feminino,Married,0,Bachelors,emp_00173@company.com
EMP_00174,Feminino,Single,1,High School,emp_00174@company.com
EMP_00175,Masculino,Married,1,High School,emp_00175@company.com
EMP_00176,Masculino,Divorced,0,Bachelors,emp_00176@company.com
EMP_00177,Feminino,Single,0,PhD,emp_00177@company.com
EMP_00178,Masculino,Divorced,1,Bachelors,emp_00178@company.com
EMP_00179,Masculino,Widowed,0,High School,emp_00179@company.com
EMP_00180,Feminino,Single,2,Bachelors,emp_00180@company.com
EMP_00181,Feminino,Married,0,High School,emp_00181@company.com
EMP_00182,Masculino,Divorced,0,Bachelors,emp_00182@company.com
EMP_00183,Feminino,Married,0,High School,emp_00183@company.com
EMP_00184,Masculino,Married,0,Bachelors,emp_00184@company.com
EMP_00185,Feminino,Married,0,Bachelors,emp_00185@company.com
EMP_00186,Feminino,Married,0,Masters,emp_00186@company.com
EMP_00187,Masculino,Married,0,Bachelors,emp_00187@company.com
EMP_00188,Feminino,Widowed,2,Bachelors,emp_00188@company.com
EMP_00189,Feminino,Single,0,High School,emp_00189@company.com
EMP_00190,Masculino,Single,0,Masters,emp_00190@company.com
EMP_00191,Feminino,Widowed,2,Bachelors,emp_00191@company.com
EMP_00192,Outros,Single,1,Bachelors,emp_00192@company.com
EMP_00193,Feminino,Widowed,1,High School,emp_00193@company.com
EMP_00194,Feminino,Widowed,3,Bachelors,emp_00194@company.com
EMP_00195,Feminino,Divorced,1,Bachelors,emp_00195@company.com
EMP_00196,Masculino,Widowed,2,PhD,emp_00196@company.com
EMP_00197,Masculino,Widowed,1,High School,emp_00197@company.com
EMP_00198,Feminino,Divorced,0,Bachelors,emp_00198@company.com
EMP_00199,Masculino,Single,0,High School,emp_00199@company.com
EMP_00200,Feminino,Widowed,2,High School,emp_00200@company.com
EMP_00201,Feminino,Single,1,High School,emp_00201@company.com
EMP_00202,Masculino,Married,1,High School,emp_00202@company.com
EMP_00203,Feminino,Widowed,0,Bachelors,emp_00203@company.com
EMP_00204,Feminino,Widowed,0,Bachelors,emp_00204@company.com
EMP_00205,Feminino,Married,1,Bachelors,emp_00205@company.com
EMP_00206,Masculino,Married,0,High School,emp_00206@company.com
EMP_00207,Feminino,Divorced,2,Bachelors,emp_00207@company.com
EMP_00208,Feminino,Married,0,High School,emp_00208@company.com
EMP_00209,Masculino,Single,1,High School,emp_00209@company.com
EMP_00210,Masculino,Widowed,2,High School,emp_00210@company.com
EMP_00211,Masculino,Divorced,1,Bachelors,emp_00211@company.com
EMP_00212,Feminino,Married,0,High School,emp_00212@company.com
EMP_00213,Feminino,Divorced,1,Masters,emp_00213@company.com
EMP_00214,Masculino,Divorced,0,Bachelors,emp_00214@company.com
EMP_00215,Feminino,Divorced,1,Bachelors,emp_00215@company.com
EMP_00216,Masculino,Single,1,Masters,emp_00216@company.com
EMP_00217,Masculino,Married,0,Bachelors,emp_00217@company.com
EMP_00218,Masculino,Single,1,Bachelors,emp_00218@company.com
EMP_00219,Feminino,Divorced,1,Bachelors,emp_00219@company.com
EMP_00220,Feminino,Married,2,Masters,emp_00220@company.com
EMP_00221,Feminino,Divorced,0,Bachelors,emp_00221@company.com
EMP_00222,Masculino,Single,0,Masters,emp_00222@company.com
EMP_00223,Masculino,Widowed,4,Bachelors,emp_00223@company.com
EMP_00224,Masculino,Married,1,High School,emp_00224@company.com
EMP_00225,Feminino,Married,1,Bachelors,emp_00225@company.com
EMP_00226,Feminino,Widowed,0,Bachelors,emp_00226@company.com
EMP_00227,Feminino,Single,0,Bachelors,emp_00227@company.com
EMP_00228,Feminino,Single,2,High School,emp_00228@company.com
EMP_00229,Feminino,Single,3,Bachelors,emp_00229@company.com
EMP_00230,Masculino,Married,0,High School,emp_00230@company.com
EMP_00231,Feminino,Married,1,Bachelors,emp_00231@company.com
EMP_00232,Masculino,Single,0,Masters,emp_00232@company.com
EMP_00233,Masculino,Divorced,3,Masters,emp_00233@company.com
EMP_00234,Feminino,Married,0,Masters,emp_00234@company.com
EMP_00235,Feminino,Divorced,1,Bachelors,emp_00235@company.com
EMP_00236,Feminino,Married,2,Bachelors,emp_00236@company.com
EMP_00237,Masculino,Single,0,High School,emp_00237@company.com
EMP_00238,Masculino,Widowed,1,Bachelors,emp_00238@company.com
EMP_00239,Feminino,Widowed,1,Bachelors,emp_00239@company.com
EMP_00240,Feminino,Widowed,0,High School,emp_00240@company.com
EMP_00241,Feminino,Widowed,0,Bachelors,emp_00241@company.com
EMP_00242,Masculino,Divorced,2,Bachelors,emp_00242@company.com
EMP_00243,Masculino,Widowed,1,High School,emp_00243@company.com
EMP_00244,Masculino,Single,2,Bachelors,emp_00244@company.com
EMP_00245,Masculino,Divorced,3,High School,emp_00245@company.com
EMP_00246,Masculino,Widowed,1,Masters,emp_00246@company.com
EMP_00247,Feminino,Divorced,2,Bachelors,emp_00247@company.com
EMP_00248,Masculino,Married,2,Bachelors,emp_00248@company.com
EMP_00249,Feminino,Widowed,0,Bachelors,emp_00249@company.com
EMP_00250,Masculino,Divorced,0,Bachelors,emp_00250@company.com
EMP_00251,Feminino,Divorced,1,PhD,emp_00251@company.com
EMP_00252,Masculino,Widowed,2,Bachelors,emp_00252@company.com
EMP_00253,Feminino,Widowed,1,Bachelors,emp_00253@company.com
EMP_00254,Masculino,Divorced,1,High School,emp_00254@company.com
EMP_00255,Masculino,Widowed,2,High School,emp_00255@company.com
EMP_00256,Masculino,Widowed,1,Bachelors,emp_00256@company.com
EMP_00257,Masculino,Divorced,1,Bachelors,emp_00257@company.com
EMP_00258,Masculino,Divorced,2,Masters,emp_00258@company.com
EMP_00259,Masculino,Divorced,2,High School,emp_00259@company.com
EMP_00260,Feminino,Widowed,0,Bachelors,emp_00260@company.com
EMP_00261,Feminino,Widowed,0,High School,emp_00261@company.com
EMP_00262,Masculino,Married,0,Bachelors,emp_00262@company.com
EMP_00263,Feminino,Widowed,0,Bachelors,emp_00263@company.com
EMP_00264,Feminino,Married,0,Masters,emp_00264@company.com
EMP_00265,Masculino,Single,1,Bachelors,emp_00265@company.com
EMP_00266,Feminino,Married,2,Masters,emp_00266@company.com
EMP_00267,Feminino,Single,1,Bachelors,emp_00267@company.com
EMP_00268,Masculino,Widowed,1,Bachelors,emp_00268@company.com
EMP_00269,Feminino,Single,0,High School,emp_00269@company.com
EMP_00270,Masculino,Divorced,1,Bachelors,emp_00270@company.com
EMP_00271,Masculino,Married,0,Bachelors,emp_00271@company.com
EMP_00272,Feminino,Married,4,Masters,emp_00272@company.com
EMP_00273,Feminino,Widowed,4,Masters,emp_00273@company.com
EMP_00274,Feminino,Single,1,Bachelors,emp_00274@company.com
EMP_00275,Masculino,Married,0,High School,emp_00275@company.com
EMP_00276,Masculino,Single,2,Bachelors,emp_00276@company.com
EMP_00277,Feminino,Single,0,Masters,emp_00277@company.com
EMP_00278,Masculino,Widowed,2,High School,emp_00278@company.com
EMP_00279,Masculino,Married,4,Bachelors,emp_00279@company.com
EMP_00280,Feminino,Widowed,0,Bachelors,emp_00280@company.com
EMP_00281,Masculino,Married,5,High School,emp_00281@company.com
EMP_00282,Feminino,Married,0,High School,emp_00282@company.com
EMP_00283,Feminino,Widowed,2,Masters,emp_00283@company.com
EMP_00284,Feminino,Widowed,1,High School,emp_00284@company.com
EMP_00285,Feminino,Single,1,High School,emp_00285@company.com
EMP_00286,Feminino,Divorced,0,Bachelors,emp_00286@company.com
EMP_00287,Outros,Divorced,0,Bachelors,emp_00287@company.com
EMP_00288,Masculino,Widowed,3,Bachelors,emp_00288@company.com
EMP_00289,Feminino,Divorced,0,PhD,emp_00289@company.com
EMP_00290,Masculino,Single,0,Bachelors,emp_00290@company.com
EMP_00291,Feminino,Single,2,Bachelors,emp_00291@company.com
EMP_00292,Masculino,Divorced,0,Bachelors,emp_00292@company.com
EMP_00293,Masculino,Widowed,2,High School,emp_00293@company.com
EMP_00294,Masculino,Divorced,2,Bachelors,emp_00294@company.com
EMP_00295,Feminino,Widowed,3,Bachelors,emp_00295@company.com
EMP_00296,Feminino,Widowed,4,Bachelors,emp_00296@company.com
EMP_00297,Masculino,Widowed,1,Bachelors,emp_00297@company.com
EMP_00298,Feminino,Single,2,Bachelors,emp_00298@company.com
EMP_00299,Feminino,Divorced,2,Masters,emp_00299@company.com
EMP_00300,Masculino,Married,2,Bachelors,emp_00300@company.com
EMP_00301,Masculino,Married,1,High School,emp_00301@company.com
EMP_00302,Feminino,Divorced,0,PhD,emp_00302@company.com
EMP_00303,Feminino,Widowed,1,Masters,emp_00303@company.com
EMP_00304,Masculino,Single,3,High School,emp_00304@company.com
EMP_00305,Masculino,Single,1,Bachelors,emp_00305@company.com
EMP_00306,Masculino,Single,1,Bachelors,emp_00306@company.com
EMP_00307,Feminino,Married,0,High School,emp_00307@company.com
EMP_00308,Feminino,Divorced,0,High School,emp_00308@company.com
EMP_00309,Masculino,Single,0,High School,emp_00309@company.com
EMP_00310,Feminino,Married,0,PhD,emp_00310@company.com
EMP_00311,Feminino,Married,1,Bachelors,emp_00311@company.com
EMP_00312,Masculino,Married,0,High School,emp_00312@company.com
EMP_00313,Feminino,Widowed,0,Bachelors,emp_00313@company.com
EMP_00314,Feminino,Divorced,0,High School,emp_00314@company.com
EMP_00315,Masculino,Single,0,Masters,emp_00315@company.com
EMP_00316,Feminino,Married,3,Masters,emp_00316@company.com
EMP_00317,Masculino,Single,1,Bachelors,emp_00317@company.com
EMP_00318,Masculino,Married,1,High School,emp_00318@company.com
EMP_00319,Masculino,Divorced,0,Bachelors,emp_00319@company.com
EMP_00320,Feminino,Married,3,Masters,emp_00320@company.com
EMP_00321,Feminino,Single,4,Bachelors,emp_00321@company.com
EMP_00322,Feminino,Single,1,Bachelors,emp_00322@company.com
EMP_00323,Masculino,Married,0,PhD,emp_00323@company.com
EMP_00324,Feminino,Widowed,0,High School,emp_00324@company.com
EMP_00325,Feminino,Married,0,High School,emp_00325@company.com
EMP_00326,Masculino,Single,0,Bachelors,emp_00326@company.com
EMP_00327,Masculino,Divorced,1,Bachelors,emp_00327@company.com
EMP_00328,Outros,Single,0,Masters,emp_00328@company.com
EMP_00329,Feminino,Single,0,Bachelors,emp_00329@company.com
EMP_00330,Feminino,Widowed,1,Bachelors,emp_00330@company.com
EMP_00331,Feminino,Divorced,0,Masters,emp_00331@company.com
EMP_00332,Masculino,Divorced,1,Masters,emp_00332@company.com
EMP_00333,Masculino,Divorced,0,High School,emp_00333@company.com
EMP_00334,Masculino,Widowed,1,High School,emp_00334@company.com
EMP_00335,Masculino,Married,2,High School,emp_00335@company.com
EMP_00336,Feminino,Single,1,Bachelors,emp_00336@company.com
EMP_00337,Masculino,Widowed,0,Bachelors,emp_00337@company.com
EMP_00338,Masculino,Single,0,Bachelors,emp_00338@company.com
EMP_00339,Feminino,Divorced,2,High School,emp_00339@company.com
EMP_00340,Masculino,Divorced,1,Bachelors,emp_00340@company.com
EMP_00341,Feminino,Widowed,0,Bachelors,emp_00341@company.com
EMP_00342,Feminino,Divorced,2,Bachelors,emp_00342@company.com
EMP_00343,Feminino,Widowed,1,High School,emp_00343@company.com
EMP_00344,Feminino,Divorced,1,High School,emp_00344@company.com
EMP_00345,Masculino,Married,0,Bachelors,emp_00345@company.com
EMP_00346,Feminino,Widowed,3,Bachelors,emp_00346@company.com
EMP_00347,Feminino,Widowed,0,High School,emp_00347@company.com
EMP_00348,Feminino,Single,0,High School,emp_00348@company.com
EMP_00349,Feminino,Widowed,0,Bachelors,emp_00349@company.com
EMP_00350,Outros,Married,0,Bachelors,emp_00350@company.com
EMP_00351,Feminino,Single,1,Masters,emp_00351@company.com
EMP_00352,Feminino,Single,0,Bachelors,emp_00352@company.com
EMP_00353,Feminino,Widowed,1,Bachelors,emp_00353@company.com
EMP_00354,Masculino,Divorced,1,High School,emp_00354@company.com
EMP_00355,Masculino,Single,0,High School,emp_00355@company.com
EMP_00356,Feminino,Single,3,Bachelors,emp_00356@company.com
EMP_00357,Feminino,Single,0,Bachelors,emp_00357@company.com
EMP_00358,Feminino,Single,0,High School,emp_00358@company.com
EMP_00359,Feminino,Divorced,3,Bachelors,emp_00359@company.com
EMP_00360,Feminino,Widowed,0,Masters,emp_00360@company.com
EMP_00361,Masculino,Married,1,Bachelors,emp_00361@company.com
EMP_00362,Feminino,Married,0,Bachelors,emp_00362@company.com
EMP_00363,Feminino,Divorced,2,Bachelors,emp_00363@company.com
EMP_00364,Masculino,Married,1,Bachelors,emp_00364@company.com
EMP_00365,Feminino,Widowed,3,Masters,emp_00365@company.com
EMP_00366,Feminino,Divorced,1,High School,emp_00366@company.com
EMP_00367,Masculino,Divorced,2,High School,emp_00367@company.com
EMP_00368,Feminino,Widowed,0,Bachelors,emp_00368@company.com
EMP_00369,Outros,Single,2,High School,emp_00369@company.com
EMP_00370,Masculino,Married,1,High School,emp_00370@company.com
EMP_00371,Masculino,Divorced,1,High School,emp_00371@company.com
EMP_00372,Masculino,Single,0,Bachelors,emp_00372@company.com
EMP_00373,Feminino,Widowed,0,High School,emp_00373@company.com
EMP_00374,Masculino,Widowed,0,High School,emp_00374@company.com
EMP_00375,Outros,Widowed,2,High School,emp_00375@company.com
EMP_00376,Feminino,Widowed,1,Bachelors,emp_00376@company.com
EMP_00377,Masculino,Married,0,Masters,emp_00377@company.com
EMP_00378,Masculino,Divorced,1,Masters,emp_00378@company.com
EMP_00379,Feminino,Married,2,Masters,emp_00379@company.com
EMP_00380,Masculino,Married,1,Bachelors,emp_00380@company.com
EMP_00381,Outros,Married,1,Masters,emp_00381@company.com
EMP_00382,Outros,Married,2,Bachelors,emp_00382@company.com
EMP_00383,Masculino,Single,1,Masters,emp_00383@company.com
EMP_00384,Feminino,Divorced,2,High School,emp_00384@company.com
EMP_00385,Feminino,Married,2,Bachelors,emp_00385@company.com
EMP_00386,Masculino,Divorced,0,Bachelors,emp_00386@company.com
EMP_00387,Masculino,Widowed,1,Bachelors,emp_00387@company.com
EMP_00388,Masculino,Married,0,Bachelors,emp_00388@company.com
EMP_00389,Feminino,Single,0,PhD,emp_00389@company.com
EMP_00390,Masculino,Divorced,1,Bachelors,emp_00390@company.com
EMP_00391,Feminino,Married,1,Bachelors,emp_00391@company.com
EMP_00392,Feminino,Single,2,Bachelors,emp_00392@company.com
EMP_00393,Masculino,Widowed,1,High School,emp_00393@company.com
EMP_00394,Feminino,Single,2,Bachelors,emp_00394@company.com
EMP_00395,Feminino,Single,2,High School,emp_00395@company.com
EMP_00396,Outros,Divorced,0,Masters,emp_00396@company.com
EMP_00397,Masculino,Single,3,Masters,emp_00397@company.com
EMP_00398,Masculino,Married,2,Bachelors,emp_00398@company.com
EMP_00399,Masculino,Widowed,1,Bachelors,emp_00399@company.com
EMP_00400,Masculino,Widowed,0,Bachelors,emp_00400@company.com
EMP_00401,Masculino,Widowed,1,Bachelors,emp_00401@company.com
EMP_00402,Masculino,Single,4,Bachelors,emp_00402@company.com
EMP_00403,Feminino,Single,1,Bachelors,emp_00403@company.com
EMP_00404,Feminino,Single,1,Bachelors,emp_00404@company.com
EMP_00405,Feminino,Single,2,Bachelors,emp_00405@company.com
EMP_00406,Masculino,Married,0,Bachelors,emp_00406@company.com
EMP_00407,Feminino,Widowed,2,High School,emp_00407@company.com
EMP_00408,Feminino,Married,1,Bachelors,emp_00408@company.com
EMP_00409,Masculino,Widowed,2,Masters,emp_00409@company.com
EMP_00410,Feminino,Widowed,0,PhD,emp_00410@company.com
EMP_00411,Masculino,Divorced,1,Bachelors,emp_00411@company.com
EMP_00412,Feminino,Divorced,1,High School,emp_00412@company.com
EMP_00413,Feminino,Divorced,1,High School,emp_00413@company.com
EMP_00414,Masculino,Divorced,0,High School,emp_00414@company.com
EMP_00415,Masculino,Single,2,High School,emp_00415@company.com
EMP_00416,Masculino,Divorced,0,High School,emp_00416@company.com
EMP_00417,Masculino,Married,0,PhD,emp_00417@company.com
EMP_00418,Feminino,Married,0,Bachelors,emp_00418@company.com
EMP_00419,Masculino,Widowed,0,Masters,emp_00419@company.com
EMP_00420,Feminino,Widowed,2,Bachelors,emp_00420@company.com
EMP_00421,Masculino,Divorced,1,PhD,emp_00421@company.com
EMP_00422,Masculino,Single,0,High School,emp_00422@company.com
EMP_00423,Feminino,Divorced,3,PhD,emp_00423@company.com
EMP_00424,Masculino,Widowed,1,High School,emp_00424@company.com
EMP_00425,Masculino,Married,1,Bachelors,emp_00425@company.com
EMP_00426,Masculino,Married,2,High School,emp_00426@company.com
